match_id,map_name,team,p1,p2,p3,p4,p5,p6
10239,Numbani,New York Excelsior,ArK,JJonak,Janus,Libero,MekO,SAEBYEOLBE
10239,Oasis,Los Angeles Valiant,Envy,Fate,KariV,SoOn,silkthread,uNKOE
10239,Oasis,New York Excelsior,ArK,JJonak,Libero,Mano,MekO,Pine
10240,Ilios,Los Angeles Gladiators,Asher,BigG00se,Bischu,Hydration,Shaz,iRemiix
10240,Ilios,Philadelphia Fusion,Boombox,Poko,ShaDowBurn,carpe,fragi,neptuNo
10240,Junkertown,Los Angeles Gladiators,Asher,BigG00se,Bischu,Hydration,Shaz,iRemiix
10240,Junkertown,Philadelphia Fusion,Boombox,Poko,ShaDowBurn,carpe,fragi,neptuNo
10240,Lijiang Tower,Los Angeles Gladiators,Asher,BigG00se,Hydration,Shaz,Surefour,iRemiix
10240,Lijiang Tower,Philadelphia Fusion,Boombox,Poko,ShaDowBurn,carpe,fragi,neptuNo
10240,Numbani,Los Angeles Gladiators,BigG00se,Bischu,Hydration,Shaz,Surefour,iRemiix
10240,Numbani,Philadelphia Fusion,Boombox,Poko,ShaDowBurn,carpe,fragi,neptuNo
10240,Temple of Anubis,Los Angeles Gladiators,Asher,BigG00se,Bischu,Shaz,Surefour,iRemiix
10240,Temple of Anubis,Philadelphia Fusion,Boombox,Poko,ShaDowBurn,carpe,fragi,neptuNo
10241,Horizon Lunar Colony,Boston Uprising,DreamKazper,Gamsu,Kalios,Kellex,Neko,STRIKER
10241,Horizon Lunar Colony,Seoul Dynasty,Bunny,Fleta,Miro,ZUNBA,ryujehong,tobi
10241,Junkertown,Boston Uprising,DreamKazper,Gamsu,Kalios,Kellex,Neko,STRIKER
10241,Junkertown,Seoul Dynasty,Fleta,Miro,Wekeed,ZUNBA,ryujehong,tobi
10241,Numbani,Boston Uprising,DreamKazper,Gamsu,Kalios,Kellex,Neko,STRIKER
10241,Numbani,Seoul Dynasty,Fleta,Miro,Wekeed,ZUNBA,ryujehong,tobi
10241,Oasis,Boston Uprising,DreamKazper,Gamsu,Kalios,Kellex,Neko,STRIKER
10241,Oasis,Seoul Dynasty,Fleta,Miro,Wekeed,ZUNBA,ryujehong,tobi
10242,Dorado,Florida Mayhem,CWoosH,Logix,Manneten,TviQ,Zebbosai,Zuppeh
10242,Dorado,Shanghai Dragons,Altering,Diya,Freefeel,MG,Undead,Xushu
10242,Ilios,Florida Mayhem,CWoosH,Logix,Manneten,TviQ,Zebbosai,Zuppeh
10242,Ilios,Shanghai Dragons,Altering,Diya,Freefeel,MG,Undead,Xushu
10242,Numbani,Florida Mayhem,CWoosH,Logix,Manneten,TviQ,Zebbosai,Zuppeh
10242,Numbani,Shanghai Dragons,Diya,Fiveking,Freefeel,MG,Roshan,Undead
10242,Temple of Anubis,Florida Mayhem,CWoosH,Logix,Manneten,TviQ,Zebbosai,Zuppeh
10242,Temple of Anubis,Shanghai Dragons,Altering,Diya,Freefeel,MG,Undead,Xushu
10243,Horizon Lunar Colony,Dallas Fuel,Chipshajen,EFFECT,HarryHook,Mickie,Taimou,cocco
10243,Horizon Lunar Colony,London Spitfire,Bdosin,Birdring,Fury,Gesture,NUS,Rascal
10243,Junkertown,Dallas Fuel,Chipshajen,EFFECT,HarryHook,Mickie,Taimou,cocco
10243,Junkertown,London Spitfire,Bdosin,Birdring,Fury,Gesture,NUS,Profit
10243,Numbani,Dallas Fuel,Chipshajen,EFFECT,HarryHook,Mickie,Taimou,cocco
10243,Numbani,London Spitfire,Bdosin,Birdring,Fury,Gesture,NUS,Profit
10243,Oasis,Dallas Fuel,Chipshajen,EFFECT,HarryHook,Seagull,Taimou,cocco
10243,Oasis,London Spitfire,Bdosin,Birdring,Fury,Gesture,NUS,Profit
10244,Dorado,London Spitfire,Bdosin,Birdring,Fissure,Fury,NUS,Profit
10244,Dorado,Los Angeles Valiant,Envy,Fate,KariV,SoOn,silkthread,uNKOE
10244,Eichenwalde,London Spitfire,Bdosin,Birdring,Fury,Gesture,NUS,Profit
10244,Eichenwalde,Los Angeles Valiant,Envy,Fate,KariV,SoOn,silkthread,uNKOE
10244,Horizon Lunar Colony,London Spitfire,Bdosin,Birdring,Fissure,Fury,NUS,Rascal
10244,Horizon Lunar Colony,Los Angeles Valiant,Agilities,Envy,Fate,KariV,SoOn,uNKOE
10244,Lijiang Tower,London Spitfire,Bdosin,Birdring,Fury,Gesture,NUS,Profit
10244,Lijiang Tower,Los Angeles Valiant,Agilities,Envy,Fate,KariV,SoOn,uNKOE
10244,Oasis,London Spitfire,Bdosin,Birdring,Fissure,Fury,NUS,Rascal
10244,Oasis,Los Angeles Valiant,Agilities,Envy,Fate,KariV,SoOn,uNKOE
10245,Dorado,Los Angeles Gladiators,BigG00se,Bischu,Hydration,Shaz,Surefour,iRemiix
10245,Dorado,New York Excelsior,ArK,JJonak,Janus,Libero,MekO,Pine
10245,Eichenwalde,Los Angeles Gladiators,Asher,BigG00se,Bischu,Shaz,Surefour,iRemiix
10245,Eichenwalde,New York Excelsior,ArK,JJonak,Libero,Mano,MekO,SAEBYEOLBE
10245,Horizon Lunar Colony,Los Angeles Gladiators,BigG00se,Bischu,Hydration,Shaz,Surefour,iRemiix
10245,Horizon Lunar Colony,New York Excelsior,ArK,JJonak,Janus,Libero,MekO,SAEBYEOLBE
10245,Oasis,Los Angeles Gladiators,BigG00se,Bischu,Hydration,Shaz,Surefour,iRemiix
10245,Oasis,New York Excelsior,ArK,JJonak,Libero,Mano,MekO,Pine
10246,Dorado,Boston Uprising,DreamKazper,Gamsu,Kalios,Kellex,Neko,STRIKER
10246,Dorado,San Francisco Shock,Danteh,Nevix,Nomy,babybay,dhaK,sleepy
10246,Eichenwalde,Boston Uprising,DreamKazper,Gamsu,Kalios,Kellex,Neko,STRIKER
10246,Eichenwalde,San Francisco Shock,Danteh,Nevix,Nomy,babybay,dhaK,sleepy
10246,Horizon Lunar Colony,Boston Uprising,DreamKazper,Gamsu,Kalios,Kellex,Neko,STRIKER
10246,Horizon Lunar Colony,San Francisco Shock,Danteh,Nevix,Nomy,babybay,dhaK,sleepy
10246,Lijiang Tower,Boston Uprising,DreamKazper,Gamsu,Kalios,Kellex,Neko,STRIKER
10246,Lijiang Tower,San Francisco Shock,Danteh,Nevix,Nomy,babybay,dhaK,sleepy
10246,Oasis,Boston Uprising,DreamKazper,Gamsu,Kalios,Kellex,Neko,STRIKER
10246,Oasis,San Francisco Shock,Danteh,Nevix,Nomy,babybay,dhaK,sleepy
10247,Eichenwalde,London Spitfire,Bdosin,Birdring,Fissure,Fury,Hooreg,NUS
10247,Eichenwalde,San Francisco Shock,Danteh,Nevix,Nomy,babybay,dhaK,sleepy
10247,Horizon Lunar Colony,London Spitfire,Bdosin,Birdring,Fissure,Fury,NUS,Profit
10247,Horizon Lunar Colony,San Francisco Shock,Danteh,Nevix,Nomy,babybay,dhaK,sleepy
10247,Junkertown,London Spitfire,Bdosin,Birdring,Fissure,Fury,NUS,Profit
10247,Junkertown,San Francisco Shock,Danteh,Nevix,Nomy,babybay,dhaK,sleepy
10247,Oasis,London Spitfire,Bdosin,Birdring,Fissure,Fury,NUS,Profit
10247,Oasis,San Francisco Shock,Danteh,Nevix,Nomy,babybay,dhaK,sleepy
10248,Dorado,Seoul Dynasty,Bunny,Miro,Wekeed,ryujehong,tobi,xepheR
10248,Dorado,Shanghai Dragons,Altering,Diya,Freefeel,Roshan,Undead,Xushu
10248,Numbani,Seoul Dynasty,Bunny,Miro,Wekeed,ryujehong,tobi,xepheR
10248,Numbani,Shanghai Dragons,Altering,Diya,Freefeel,Roshan,Undead,Xushu
10248,Oasis,Seoul Dynasty,Bunny,Miro,Wekeed,ryujehong,tobi,xepheR
10248,Oasis,Shanghai Dragons,Altering,Diya,Freefeel,Roshan,Undead,Xushu
10248,Temple of Anubis,Seoul Dynasty,Bunny,Miro,Wekeed,ryujehong,tobi,xepheR
10248,Temple of Anubis,Shanghai Dragons,Altering,Diya,Freefeel,Roshan,Undead,Xushu
10249,Eichenwalde,Los Angeles Gladiators,Asher,BigG00se,Bischu,Shaz,Surefour,iRemiix
10249,Eichenwalde,Los Angeles Valiant,Agilities,Envy,Fate,KariV,SoOn,uNKOE
10249,Horizon Lunar Colony,Los Angeles Gladiators,BigG00se,Bischu,Hydration,Shaz,Surefour,iRemiix
10249,Horizon Lunar Colony,Los Angeles Valiant,Agilities,Envy,Fate,KariV,SoOn,uNKOE
10249,Ilios,Los Angeles Gladiators,Asher,BigG00se,Bischu,Hydration,Shaz,iRemiix
10249,Ilios,Los Angeles Valiant,Envy,Fate,KariV,SoOn,silkthread,uNKOE
10249,Junkertown,Los Angeles Gladiators,Asher,BigG00se,Bischu,Hydration,Shaz,iRemiix
10249,Junkertown,Los Angeles Valiant,Agilities,Envy,Fate,KariV,SoOn,uNKOE
10249,Lijiang Tower,Los Angeles Gladiators,Asher,BigG00se,Hydration,Shaz,Surefour,iRemiix
10249,Lijiang Tower,Los Angeles Valiant,Agilities,Envy,Fate,KariV,SoOn,uNKOE
10250,Ilios,Boston Uprising,DreamKazper,Gamsu,Kellex,Neko,NotE,STRIKER
10250,Ilios,London Spitfire,Bdosin,Birdring,Fury,Gesture,Hooreg,NUS
10250,Junkertown,Boston Uprising,DreamKazper,Gamsu,Kellex,Neko,NotE,STRIKER
10250,Junkertown,London Spitfire,Bdosin,Birdring,Fury,Gesture,NUS,Profit
10250,Lijiang Tower,Boston Uprising,DreamKazper,Gamsu,Kellex,Neko,NotE,STRIKER
10250,Lijiang Tower,London Spitfire,Bdosin,Birdring,Fury,Gesture,NUS,Profit
10250,Numbani,Boston Uprising,DreamKazper,Gamsu,Kellex,Neko,NotE,STRIKER
10250,Numbani,London Spitfire,Bdosin,Birdring,Fury,Gesture,Hooreg,NUS
10250,Temple of Anubis,Boston Uprising,DreamKazper,Gamsu,Kellex,Neko,NotE,STRIKER
10250,Temple of Anubis,London Spitfire,Bdosin,Birdring,Fury,Gesture,NUS,Rascal
10251,Dorado,New York Excelsior,ArK,JJonak,Janus,Libero,MekO,SAEBYEOLBE
10251,Dorado,Philadelphia Fusion,Boombox,Poko,ShaDowBurn,carpe,fragi,neptuNo
10251,Ilios,New York Excelsior,ArK,JJonak,Janus,MekO,Pine,SAEBYEOLBE
10251,Ilios,Philadelphia Fusion,Boombox,Poko,ShaDowBurn,carpe,fragi,neptuNo
10251,Lijiang Tower,New York Excelsior,ArK,JJonak,Janus,Libero,MekO,SAEBYEOLBE
10251,Lijiang Tower,Philadelphia Fusion,Boombox,Poko,ShaDowBurn,carpe,fragi,neptuNo
10251,Numbani,New York Excelsior,ArK,JJonak,Janus,Libero,MekO,SAEBYEOLBE
10251,Numbani,Philadelphia Fusion,Boombox,Poko,ShaDowBurn,carpe,fragi,neptuNo
10251,Temple of Anubis,New York Excelsior,ArK,JJonak,Libero,Mano,MekO,SAEBYEOLBE
10251,Temple of Anubis,Philadelphia Fusion,Boombox,Poko,ShaDowBurn,carpe,fragi,neptuNo
10252,Horizon Lunar Colony,Florida Mayhem,CWoosH,Logix,Manneten,TviQ,Zebbosai,Zuppeh
10252,Horizon Lunar Colony,Houston Outlaws,Bani,Jake,LiNkzr,Muma,Rawkus,coolmatt
10252,Ilios,Florida Mayhem,CWoosH,Logix,Manneten,TviQ,Zebbosai,Zuppeh
10252,Ilios,Houston Outlaws,Boink,Jake,LiNkzr,Muma,Rawkus,coolmatt
10252,Junkertown,Florida Mayhem,CWoosH,Logix,Manneten,TviQ,Zebbosai,Zuppeh
10252,Junkertown,Houston Outlaws,Bani,Jake,LiNkzr,Muma,Rawkus,coolmatt
10252,Numbani,Florida Mayhem,CWoosH,Logix,Manneten,TviQ,Zebbosai,Zuppeh
10252,Numbani,Houston Outlaws,Bani,Jake,LiNkzr,Muma,Rawkus,coolmatt
10253,Eichenwalde,New York Excelsior,ArK,JJonak,Libero,Mano,MekO,SAEBYEOLBE
10253,Eichenwalde,Seoul Dynasty,Fleta,KuKi,Munchkin,ZUNBA,ryujehong,tobi
10253,Horizon Lunar Colony,New York Excelsior,ArK,JJonak,Libero,Mano,MekO,SAEBYEOLBE
10253,Horizon Lunar Colony,Seoul Dynasty,Fleta,KuKi,Munchkin,ZUNBA,ryujehong,tobi
10253,Junkertown,New York Excelsior,ArK,JJonak,Libero,Mano,MekO,SAEBYEOLBE
10253,Junkertown,Seoul Dynasty,Fleta,KuKi,Wekeed,ZUNBA,ryujehong,tobi
10253,Lijiang Tower,New York Excelsior,ArK,JJonak,Libero,Mano,MekO,SAEBYEOLBE
10253,Lijiang Tower,Seoul Dynasty,Bunny,Fleta,KuKi,ZUNBA,ryujehong,tobi
10253,Oasis,New York Excelsior,ArK,JJonak,Libero,Mano,MekO,SAEBYEOLBE
10253,Oasis,Seoul Dynasty,Fleta,KuKi,Munchkin,ZUNBA,ryujehong,tobi
10254,Eichenwalde,Philadelphia Fusion,DayFly,HOTBA,ShaDowBurn,carpe,fragi,neptuNo
10254,Eichenwalde,Shanghai Dragons,Altering,Diya,Freefeel,MG,Roshan,Undead
10254,Horizon Lunar Colony,Philadelphia Fusion,DayFly,HOTBA,ShaDowBurn,carpe,fragi,neptuNo
10254,Horizon Lunar Colony,Shanghai Dragons,Altering,Diya,Freefeel,Roshan,Undead,Xushu
10254,Junkertown,Philadelphia Fusion,DayFly,HOTBA,ShaDowBurn,carpe,fragi,neptuNo
10254,Junkertown,Shanghai Dragons,Diya,Fiveking,Freefeel,MG,Roshan,Undead
10254,Lijiang Tower,Philadelphia Fusion,DayFly,HOTBA,ShaDowBurn,carpe,fragi,neptuNo
10254,Lijiang Tower,Shanghai Dragons,Altering,Diya,Freefeel,MG,Roshan,Undead
10254,Oasis,Philadelphia Fusion,DayFly,HOTBA,ShaDowBurn,carpe,fragi,neptuNo
10254,Oasis,Shanghai Dragons,Altering,Diya,Freefeel,Roshan,Undead,Xushu
10255,Eichenwalde,Dallas Fuel,Chipshajen,Custa,EFFECT,Mickie,Seagull,cocco
10255,Eichenwalde,San Francisco Shock,Danteh,Nevix,Nomy,babybay,dhaK,sleepy
10255,Horizon Lunar Colony,Dallas Fuel,Chipshajen,Custa,EFFECT,Mickie,Seagull,cocco
10255,Horizon Lunar Colony,San Francisco Shock,Danteh,Nevix,Nomy,babybay,dhaK,sleepy
